, Destination Port, Flow Duration,Total Length of Fwd Packets, Fwd Packet Length Max, Fwd Packet Length Mean, Fwd Packet Length Std, Bwd Packet Length Mean,Flow Bytes/s, Flow Packets/s, Flow IAT Mean, Flow IAT Max, Fwd Header Length, Bwd Header Length, Bwd Packets/s, Max Packet Length, Packet Length Mean, Packet Length Std, Packet Length Variance, Average Packet Size, Avg Fwd Segment Size, Avg Bwd Segment Size, Fwd Header Length.1, Subflow Fwd Bytes,Init_Win_bytes_forward, Init_Win_bytes_backward
1165,53,31204,56,56,56.0,0.0,108.0,5255.736444,64.09434688,31204.0,31204,20,20,32.04717344,108,73.33333333,30.022214,901.3333333,110.0,56.0,108.0,20,56,-1,-1
1166,22,63,0,0,0.0,0.0,0.0,0.0,31746.03175,63.0,63,32,32,15873.01587,0,0.0,0.0,0.0,0.0,0.0,0.0,32,0,259,247
1167,443,5581033,611,517,101.8333333,204.3050823,55.33333333,139.2215384,1.612604692,697629.125,5491708,132,72,0.537534897,517,77.7,161.9966049,26242.9,86.33333333,101.8333333,55.33333333,132,611,8192,60
1168,49194,99,0,0,0.0,0.0,0.0,0.0,20202.0202,99.0,99,32,32,10101.0101,0,0.0,0.0,0.0,0.0,0.0,0.0,32,0,143,428
1169,22,13620031,2008,640,105.6842105,143.7671932,88.5483871,348.9713056,3.671063597,277959.8163,2469995,616,1000,2.27605943,976,93.19607843,193.9302988,37608.96078,95.06,105.6842105,88.5483871,616,2008,29200,247
1170,53,30982,88,44,44.0,0.0,75.0,7681.879801,129.1072235,10327.33333,30930,40,40,64.55361177,75,56.4,16.97939928,288.3,70.5,44.0,75.0,40,88,-1,-1
1171,21,9351961,107,26,11.88888889,9.701088141,12.53333333,31.54418629,2.566306682,406607.0,3351664,296,488,1.603941676,34,11.8,12.68857754,161.0,12.29166667,11.88888889,12.53333333,296,107,29200,227
1172,22,75,0,0,0.0,0.0,0.0,0.0,26666.66667,75.0,75,32,32,13333.33333,0,0.0,0.0,0.0,0.0,0.0,0.0,32,0,259,247
1173,8080,60202640,322,322,35.77777778,107.3333333,28.44444444,9.600907867,0.29899021,3541331.765,10200000,296,296,0.149495105,322,30.42105263,91.78375297,8424.25731,32.11111111,35.77777778,28.44444444,296,322,29200,110
1174,21,9034637,110,24,12.22222222,9.934507761,12.53333333,32.9841697,2.656443197,392810.3043,3540412,296,488,1.660276998,34,11.92,12.75055554,162.5766667,12.41666667,12.22222222,12.53333333,296,110,29200,227
1175,53084,5088,280,274,140.0,189.5046174,6.0,56210.69182,589.6226415,2544.0,4983,40,20,196.5408805,274,140.0,154.7298721,23941.33333,186.6666667,140.0,6.0,40,280,60,0
1176,53,63635,76,38,38.0,0.0,80.0,3708.6509,62.85848982,21211.66667,63633,40,40,31.42924491,80,54.8,23.00434742,529.2,68.5,38.0,80.0,40,76,-1,-1
1177,21,4008190,30,16,5.0,7.771743691,12.66666667,26.44585212,2.993870051,364380.9091,3496800,200,200,1.496935026,34,8.153846154,11.64650272,135.6410256,8.833333333,5.0,12.66666667,200,30,29200,227
1178,53,69321,67,67,67.0,0.0,157.0,3231.344037,28.85128605,69321.0,69321,20,20,14.42564302,157,97.0,51.96152423,2700.0,145.5,67.0,157.0,20,67,-1,-1
1179,21,248,14,14,7.0,9.899494937,0.0,56451.6129,12096.77419,124.0,135,64,20,4032.258065,14,7.0,8.082903769,65.33333333,9.333333333,7.0,0.0,64,14,229,0
1180,21,9145306,106,22,11.77777778,9.404490653,12.53333333,32.14763946,2.624297098,397622.0,3240661,296,488,1.640185687,34,11.76,12.61374911,159.1066667,12.25,11.77777778,12.53333333,296,106,29200,227
1181,21,222,14,14,7.0,9.899494937,0.0,63063.06306,13513.51351,111.0,163,64,20,4504.504505,14,7.0,8.082903769,65.33333333,9.333333333,7.0,0.0,64,14,229,0
1182,8080,62382,207,195,51.75,95.54187564,44.66666667,5466.320413,112.211856,10397.0,60323,92,72,48.09079542,195,42.625,75.57576615,5711.696429,48.71428571,51.75,44.66666667,92,207,8192,237
1183,53,90669,49,49,49.0,0.0,146.0,2150.679946,22.05825585,90669.0,90669,32,32,11.02912793,146,81.33333333,56.00297611,3136.333333,122.0,49.0,146.0,32,49,-1,-1
1184,22,66,0,0,0.0,0.0,0.0,0.0,30303.0303,66.0,66,32,32,15151.51515,0,0.0,0.0,0.0,0.0,0.0,0.0,32,0,259,247
1185,21,236,14,14,7.0,9.899494937,0.0,59322.0339,12711.86441,118.0,118,64,20,4237.288136,14,7.0,8.082903769,65.33333333,9.333333333,7.0,0.0,64,14,229,0
1186,21,4,14,14,7.0,9.899494937,0.0,3500000.0,500000.0,4.0,4,64,0,0.0,14,9.333333333,8.082903769,65.33333333,14.0,7.0,0.0,64,14,229,-1
1187,443,95075,0,0,0.0,0.0,0.0,0.0,21.03602419,95075.0,95075,32,32,10.5180121,0,0.0,0.0,0.0,0.0,0.0,0.0,32,0,304,254
1188,53,149,70,35,35.0,0.0,51.0,1154362.416,26845.63758,49.66666667,143,40,40,13422.81879,51,41.4,8.76356092,76.8,51.75,35.0,51.0,40,70,-1,-1
1189,80,65182734,281,275,25.54545455,82.73616336,90.77777778,16.84495161,0.30682972,3430670.211,10000000,232,188,0.138073374,817,52.28571429,185.1634799,34285.51429,54.9,25.54545455,90.77777778,232,281,8192,4655
1190,52420,64,0,0,0.0,0.0,0.0,0.0,31250.0,64.0,64,32,32,15625.0,0,0.0,0.0,0.0,0.0,0.0,0.0,32,0,16384,245
1191,22,387,24,24,8.0,13.85640646,0.0,62015.50388,10335.91731,129.0,325,96,20,2583.979328,24,9.6,13.14534138,172.8,12.0,8.0,0.0,96,24,229,0
1192,88,778,504,252,252.0,0.0,1442.0,4354755.784,5141.388175,259.3333333,772,40,40,2570.694087,1442,728.0,651.7898434,424830.0,910.0,252.0,1442.0,40,504,-1,-1
1193,53,14649517,98,54,49.0,7.071067812,98.5,20.13718268,0.273046545,4883172.333,14600000,40,40,0.136523272,116,69.8,29.26089541,856.2,87.25,49.0,98.5,40,98,-1,-1
1194,54132,3,31,31,15.5,21.92031022,0.0,10300000.0,666666.6667,3.0,3,40,0,0.0,31,20.66666667,17.89785834,320.3333333,31.0,15.5,0.0,40,31,292,-1
1195,21,1,14,14,7.0,9.899494937,0.0,14000000.0,2000000.0,1.0,1,64,0,0.0,14,9.333333333,8.082903769,65.33333333,14.0,7.0,0.0,64,14,229,-1
1196,21,9788135,112,28,12.44444444,10.41766662,12.53333333,30.64935251,2.451948201,425571.087,3632804,296,488,1.532467625,34,12.0,12.88086436,165.9166667,12.5,12.44444444,12.53333333,296,112,29200,227
1197,52290,85,6,6,6.0,0.0,6.0,141176.4706,23529.41176,85.0,85,20,20,11764.70588,6,6.0,0.0,0.0,9.0,6.0,6.0,20,6,343,255
1198,80,13208880,983,983,245.75,491.5,83.75,99.78135921,0.605653167,1886982.857,13200000,140,124,0.302826583,983,146.4444444,331.954858,110194.0278,164.75,245.75,83.75,140,983,65535,5363
1199,443,150585,887,405,31.67857143,91.40672379,1353.307692,356383.4379,444.9314341,2281.590909,24313,908,1256,258.9899392,2896,789.2058824,796.2084134,633947.8376,800.9850746,31.67857143,1353.307692,908,887,65535,122
1200,53,740,69,69,69.0,0.0,146.0,290540.5405,2702.702703,740.0,740,32,40,1351.351351,146,94.66666667,44.45597073,1976.333333,142.0,69.0,146.0,32,69,-1,-1
1201,22,39,0,0,0.0,0.0,0.0,0.0,51282.05128,39.0,39,32,32,25641.02564,0,0.0,0.0,0.0,0.0,0.0,0.0,32,0,259,247
1202,22,71,0,0,0.0,0.0,0.0,0.0,28169.01408,71.0,71,32,32,14084.50704,0,0.0,0.0,0.0,0.0,0.0,0.0,32,0,259,247
1203,53,110714,176,44,44.0,0.0,182.0,4877.431942,54.19368824,22142.8,61699,104,40,18.06456275,182,83.42857143,67.33710503,4534.285714,97.33333333,44.0,182.0,104,176,-1,-1
1204,21,245,14,14,7.0,9.899494937,0.0,57142.85714,12244.89796,122.5,145,64,20,4081.632653,14,7.0,8.082903769,65.33333333,9.333333333,7.0,0.0,64,14,229,0
1205,53,896,64,32,32.0,0.0,48.0,178571.4286,4464.285714,298.6666667,889,40,40,2232.142857,48,38.4,8.76356092,76.8,48.0,32.0,48.0,40,64,-1,-1
1206,22,12701894,2008,640,87.30434783,136.3399611,83.18181818,374.1961632,4.408791319,230943.5273,2303391,744,1064,2.598037741,976,83.38596491,185.5048858,34412.06266,84.875,87.30434783,83.18181818,744,2008,29200,247
1207,53,50031,84,42,42.0,0.0,102.0,5756.431013,79.95043073,16677.0,50025,40,64,39.97521537,102,66.0,32.86335345,1080.0,82.5,42.0,102.0,40,84,-1,-1
1208,21,9755042,111,26,12.33333333,10.12422837,12.53333333,30.65081627,2.460266189,424132.2609,3600568,296,488,1.537666368,34,11.96,12.80130202,163.8733333,12.45833333,12.33333333,12.53333333,296,111,29200,227
1209,443,84,0,0,0.0,0.0,0.0,0.0,47619.04762,28.0,69,60,32,11904.7619,0,0.0,0.0,0.0,0.0,0.0,0.0,60,0,0,972
1210,53,201,84,42,42.0,0.0,207.0,2477611.94,19900.49751,67.0,150,40,40,9950.248756,207,108.0,90.37422199,8167.5,135.0,42.0,207.0,40,84,-1,-1
1211,54182,49,31,31,10.33333333,17.89785834,0.0,632653.0612,61224.4898,24.5,48,60,0,0.0,31,7.75,15.5,240.25,10.33333333,10.33333333,0.0,60,31,62,-1
1212,443,47543,201,201,67.0,116.0474041,0.0,4227.751719,105.1679532,11885.75,23681,72,52,42.06718129,201,33.5,82.05790638,6733.5,40.2,67.0,0.0,72,201,8192,115
1213,44176,57,0,0,0.0,0.0,0.0,0.0,35087.7193,57.0,57,32,32,17543.85965,0,0.0,0.0,0.0,0.0,0.0,0.0,32,0,340,240
1214,443,13447215,2745,618,171.5625,266.3481353,200.1176471,457.1206752,2.45403974,420225.4687,4497113,344,352,1.26420229,727,180.7941176,266.8155394,71190.53209,186.2727273,171.5625,200.1176471,344,2745,8192,129
1215,22,62,0,0,0.0,0.0,0.0,0.0,32258.06452,62.0,62,32,32,16129.03226,0,0.0,0.0,0.0,0.0,0.0,0.0,32,0,259,247
1216,21,9432722,99,23,11.0,8.717797887,12.53333333,30.42600005,2.544334499,410118.3478,3620624,296,488,1.590209062,34,11.48,12.45364739,155.0933333,11.95833333,11.0,12.53333333,296,99,29200,227
1217,21,47,14,14,7.0,9.899494937,0.0,297872.3404,42553.19149,47.0,47,64,0,0.0,14,9.333333333,8.082903769,65.33333333,14.0,7.0,0.0,64,14,229,-1
1218,53,23559,51,51,51.0,0.0,67.0,5008.701558,84.89324674,23559.0,23559,20,20,42.44662337,67,56.33333333,9.237604307,85.33333333,84.5,51.0,67.0,20,51,-1,-1
1219,53,61327,66,33,33.0,0.0,69.0,3326.430447,65.2241264,20442.33333,61319,64,64,32.6120632,69,47.4,19.71801207,388.8,59.25,33.0,69.0,64,66,-1,-1
1220,21,4,14,14,7.0,9.899494937,0.0,3500000.0,500000.0,4.0,4,64,0,0.0,14,9.333333333,8.082903769,65.33333333,14.0,7.0,0.0,64,14,229,-1
1221,50768,5,253,216,84.33333333,114.7097787,0.0,50600000.0,600000.0,2.5,4,60,0,0.0,216,117.25,114.4825314,13106.25,156.3333333,84.33333333,0.0,60,253,11,-1
1222,22,25,0,0,0.0,0.0,0.0,0.0,80000.0,25.0,25,32,32,40000.0,0,0.0,0.0,0.0,0.0,0.0,0.0,32,0,259,247
1223,53,134,68,34,34.0,0.0,79.0,1686567.164,29850.74627,44.66666667,130,64,64,14925.37313,79,52.0,24.64751509,607.5,65.0,34.0,79.0,64,68,-1,-1
1224,53,989,84,42,42.0,0.0,109.0,305358.9484,4044.489383,329.6666667,983,64,64,2022.244692,109,68.8,36.69741135,1346.7,86.0,42.0,109.0,64,84,-1,-1
1225,80,5499504,1268,1268,253.6,567.0668391,228.3333333,355.1229347,1.45467664,785643.4286,5287722,112,72,0.54550374,1268,217.0,454.5943246,206656.0,244.125,253.6,228.3333333,112,1268,8192,31
1226,21,9171293,110,26,12.22222222,10.05954494,12.53333333,32.49269214,2.616861112,398751.8696,3196732,296,488,1.635538195,34,11.92,12.78319209,163.41,12.41666667,12.22222222,12.53333333,296,110,29200,227
1227,21,49,14,14,7.0,9.899494937,0.0,285714.2857,40816.32653,49.0,49,64,0,0.0,14,9.333333333,8.082903769,65.33333333,14.0,7.0,0.0,64,14,229,-1
1228,53,178,82,41,41.0,0.0,57.0,1101123.596,22471.91011,59.33333333,126,64,64,11235.95506,57,47.4,8.76356092,76.8,59.25,41.0,57.0,64,82,-1,-1
1229,80,6004055,0,0,0.0,0.0,0.0,0.0,0.666216415,2001351.667,5975124,72,28,0.166554104,0,0.0,0.0,0.0,0.0,0.0,0.0,72,0,8192,65535
1230,64196,1481,0,0,0.0,0.0,0.0,0.0,1350.438893,1481.0,1481,32,32,675.2194463,0,0.0,0.0,0.0,0.0,0.0,0.0,32,0,122,33304
1231,21,3,14,14,7.0,9.899494937,0.0,4666666.667,666666.6667,3.0,3,64,0,0.0,14,9.333333333,8.082903769,65.33333333,14.0,7.0,0.0,64,14,229,-1
1232,443,163787,1082,461,83.23076923,134.3255708,571.7777778,38024.99588,134.3207947,7799.380952,34187,272,192,54.94941601,2920,270.7826087,655.5289298,429718.1779,283.0909091,83.23076923,571.7777778,272,1082,8192,127
1233,52667,46068,365,258,73.0,107.3824939,0.0,7923.070244,130.2422506,9213.6,26402,100,20,21.70704176,258,89.0,118.2412787,13981.0,103.8333333,73.0,0.0,100,365,65535,0
1234,53,47890,72,72,72.0,0.0,133.0,4280.643141,41.7623721,47890.0,47890,40,32,20.88118605,133,92.33333333,35.21836642,1240.333333,138.5,72.0,133.0,40,72,-1,-1
1235,53,24216,68,34,34.0,0.0,50.0,6937.561943,165.1800463,8072.0,24163,40,40,82.59002313,50,40.4,8.76356092,76.8,50.5,34.0,50.0,40,68,-1,-1
1236,53,18166189,111,60,55.5,6.363961031,94.0,16.45914837,0.220189276,6055396.333,18100000,64,64,0.110094638,112,70.0,25.60273423,655.5,87.5,55.5,94.0,64,111,-1,-1
1237,53,203,114,57,57.0,0.0,89.0,1438423.645,19704.4335,67.66666667,152,40,40,9852.216749,89,69.8,17.52712184,307.2,87.25,57.0,89.0,40,114,-1,-1
1238,443,111535983,2055,459,79.03846154,111.8418458,154.9444444,68.43531383,0.555874421,1828458.738,58300000,532,732,0.322765793,1430,121.1587302,278.1933771,77391.55504,123.1129032,79.03846154,154.9444444,532,2055,8192,393
1239,21,8905827,102,21,11.33333333,8.902246907,12.53333333,32.56295008,2.694864834,387209.8696,2990843,296,488,1.684290521,34,11.6,12.49333155,156.0833333,12.08333333,11.33333333,12.53333333,296,102,29200,227
1240,21,9037617,102,22,11.33333333,8.94427191,12.53333333,32.08810464,2.655567281,392939.8696,3159548,296,488,1.65972955,34,11.6,12.50333289,156.3333333,12.08333333,11.33333333,12.53333333,296,102,29200,227
1241,49700,255,0,0,0.0,0.0,0.0,0.0,11764.70588,127.5,207,32,64,7843.137255,0,0.0,0.0,0.0,0.0,0.0,0.0,32,0,269,65535
1242,53,51626,82,41,41.0,0.0,127.0,6508.348507,77.48033936,17208.66667,51573,64,40,38.74016968,127,75.4,47.10413995,2218.8,94.25,41.0,127.0,64,82,-1,-1
1243,80,116033760,515,431,32.1875,106.3605307,126.8571429,19.74425374,0.258545444,4001164.138,10100000,332,424,0.120654541,1770,73.90322581,324.0313107,104996.2903,76.36666667,32.1875,126.8571429,332,515,8192,946
1244,21,8172868,100,20,11.11111111,8.652231568,12.53333333,35.23854784,2.936545653,355342.087,3112661,296,488,1.835341033,34,11.52,12.43690744,154.6766667,12.0,11.11111111,12.53333333,296,100,29200,227
1245,443,115780966,2962,1347,128.7826087,372.7933813,318.9545455,86.18860547,0.388664921,2631385.591,10000000,472,584,0.190013961,1460,216.9347826,460.8136959,212349.2623,221.7555556,128.7826087,318.9545455,472,2962,8192,1129
1246,53,38465,62,31,31.0,0.0,108.0,7227.349539,103.9906408,12821.66667,38460,64,64,51.99532042,108,61.8,42.17463693,1778.7,77.25,31.0,108.0,64,62,-1,-1
1247,51791,5,0,0,0.0,0.0,0.0,0.0,600000.0,2.5,3,96,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,96,0,395,-1
1248,22,11825010,2008,640,100.4,141.9141327,83.18181818,401.9446918,4.482025808,227404.0385,2220257,648,1064,2.790695314,976,88.01851852,189.5902723,35944.47135,89.67924528,100.4,83.18181818,648,2008,29200,247
1249,22,80,0,0,0.0,0.0,0.0,0.0,25000.0,80.0,80,32,32,12500.0,0,0.0,0.0,0.0,0.0,0.0,0.0,32,0,259,247
1250,53,43153522,87,48,43.5,6.363961031,187.5,10.70596277,0.092692318,14400000.0,43100000,52,52,0.046346159,295,102.0,109.0114673,11883.5,127.5,43.5,187.5,52,87,-1,-1
1251,21,7929763,105,23,11.66666667,9.300537619,12.53333333,36.94940189,3.026572169,344772.3043,2788740,296,488,1.891607605,34,11.72,12.58808961,158.46,12.20833333,11.66666667,12.53333333,296,105,29200,227
1252,3652,72,6,6,6.0,0.0,6.0,166666.6667,27777.77778,72.0,72,20,20,13888.88889,6,6.0,0.0,0.0,9.0,6.0,6.0,20,6,258,256
1253,21,241,14,14,7.0,9.899494937,0.0,58091.28631,12448.13278,120.5,169,64,20,4149.377593,14,7.0,8.082903769,65.33333333,9.333333333,7.0,0.0,64,14,229,0
1254,21,237,14,14,7.0,9.899494937,0.0,59071.72996,12658.22785,118.5,156,64,20,4219.409283,14,7.0,8.082903769,65.33333333,9.333333333,7.0,0.0,64,14,229,0
1255,22,72,0,0,0.0,0.0,0.0,0.0,27777.77778,72.0,72,32,32,13888.88889,0,0.0,0.0,0.0,0.0,0.0,0.0,32,0,259,247
1256,443,4096595,855,341,65.76923077,113.9262582,1220.105263,5867.55586,7.811365292,132148.2258,3975972,284,392,4.637998142,2920,728.3939394,950.1157804,902719.9962,751.15625,65.76923077,1220.105263,284,855,65535,32
1257,8080,67862,207,195,51.75,95.54187564,44.66666667,5024.903481,103.1505113,11310.33333,65947,92,72,44.207362,195,42.625,75.57576615,5711.696429,48.71428571,51.75,44.66666667,92,207,8192,237
1258,64359,71,0,0,0.0,0.0,0.0,0.0,28169.01408,71.0,71,32,32,14084.50704,0,0.0,0.0,0.0,0.0,0.0,0.0,32,0,122,33304
1259,21,8922838,108,24,12.0,9.695359715,12.53333333,33.17330204,2.689727192,387949.4783,3177028,296,488,1.681079495,34,11.84,12.68752668,160.9733333,12.33333333,12.0,12.53333333,296,108,29200,227
1260,21,217,14,14,7.0,9.899494937,0.0,64516.12903,13824.88479,108.5,135,64,20,4608.294931,14,7.0,8.082903769,65.33333333,9.333333333,7.0,0.0,64,14,229,0
1261,22,13536963,2008,640,95.61904762,140.0451628,85.78125,351.1127274,3.915206092,260326.2115,2408176,680,1032,2.363898018,976,88.01851852,189.5902723,35944.47135,89.67924528,95.61904762,85.78125,680,2008,29200,247
1262,53,47390,54,54,54.0,0.0,115.0,3566.153197,42.20299641,47390.0,47390,20,20,21.10149821,115,74.33333333,35.21836642,1240.333333,111.5,54.0,115.0,20,54,-1,-1
1263,8080,65018,208,196,52.0,96.04165763,44.66666667,5260.081823,107.6624935,10836.33333,63252,92,72,46.14106863,196,42.75,75.86407017,5755.357143,48.85714286,52.0,44.66666667,92,208,8192,237
1264,53,243,94,47,47.0,0.0,175.0,1827160.494,16460.90535,81.0,146,64,64,8230.452675,175,98.2,70.10848736,4915.2,122.75,47.0,175.0,64,94,-1,-1
1265,53,218,90,45,45.0,0.0,137.0,1669724.771,18348.62385,72.66666667,166,64,64,9174.311927,137,81.8,50.39047529,2539.2,102.25,45.0,137.0,64,90,-1,-1
1266,22,76,0,0,0.0,0.0,0.0,0.0,26315.78947,76.0,76,32,32,13157.89474,0,0.0,0.0,0.0,0.0,0.0,0.0,32,0,259,247
1267,21,42,14,14,7.0,9.899494937,0.0,333333.3333,47619.04762,42.0,42,64,0,0.0,14,9.333333333,8.082903769,65.33333333,14.0,7.0,0.0,64,14,229,-1
1268,21,240,14,14,7.0,9.899494937,0.0,58333.33333,12500.0,120.0,148,64,20,4166.666667,14,7.0,8.082903769,65.33333333,9.333333333,7.0,0.0,64,14,229,0
1269,21,4,14,14,7.0,9.899494937,0.0,3500000.0,500000.0,4.0,4,64,0,0.0,14,9.333333333,8.082903769,65.33333333,14.0,7.0,0.0,64,14,229,-1
1270,53,92492,56,28,28.0,0.0,110.0,2984.041863,43.24698352,30830.66667,92443,64,80,21.62349176,110,60.8,44.91324972,2017.2,76.0,28.0,110.0,64,56,-1,-1
1271,22,84,0,0,0.0,0.0,0.0,0.0,23809.52381,84.0,84,32,32,11904.7619,0,0.0,0.0,0.0,0.0,0.0,0.0,32,0,259,247
1272,21,3,14,14,7.0,9.899494937,0.0,4666666.667,666666.6667,3.0,3,64,0,0.0,14,9.333333333,8.082903769,65.33333333,14.0,7.0,0.0,64,14,229,-1
1273,53,303456,98,49,49.0,0.0,120.0,1113.835284,13.18148265,101152.0,303448,40,40,6.590741327,120,77.4,38.88830158,1512.3,96.75,49.0,120.0,40,98,-1,-1
1274,8080,992727,0,0,0.0,0.0,6.0,18.13187311,6.043957704,198545.4,499486,92,60,3.021978852,6,2.571428571,3.207134903,10.28571429,3.0,0.0,6.0,92,0,8192,0
1275,22,74,0,0,0.0,0.0,0.0,0.0,27027.02703,74.0,74,32,32,13513.51351,0,0.0,0.0,0.0,0.0,0.0,0.0,32,0,259,247
1276,51685,48,6,6,6.0,0.0,6.0,250000.0,41666.66667,48.0,48,20,20,20833.33333,6,6.0,0.0,0.0,9.0,6.0,6.0,20,6,237,256
1277,53,31217,66,33,33.0,0.0,79.0,7175.57741,128.1353109,10405.66667,31209,40,40,64.06765544,79,51.4,25.19523765,634.8,64.25,33.0,79.0,40,66,-1,-1
1278,53,200,80,40,40.0,0.0,168.0,2080000.0,20000.0,66.66666667,151,64,64,10000.0,168,91.2,70.10848736,4915.2,114.0,40.0,168.0,64,80,-1,-1
1279,53,30467,128,32,32.0,0.0,90.0,16017.33023,262.579184,4352.428571,30131,80,80,131.289592,90,57.77777778,30.56868405,934.4444444,65.0,32.0,90.0,80,128,-1,-1
1280,21,274,14,14,7.0,9.899494937,0.0,51094.89051,10948.90511,137.0,182,64,20,3649.635036,14,7.0,8.082903769,65.33333333,9.333333333,7.0,0.0,64,14,229,0
1281,53,210,176,88,88.0,0.0,216.0,2895238.095,19047.61905,70.0,203,40,40,9523.809524,216,139.2,70.10848736,4915.2,174.0,88.0,216.0,40,176,-1,-1
1282,53,30387,53,53,53.0,0.0,123.0,5791.950505,65.81761938,30387.0,30387,20,20,32.90880969,123,76.33333333,40.41451884,1633.333333,114.5,53.0,123.0,20,53,-1,-1
1283,21,9849377,104,22,11.55555556,9.153020145,12.53333333,29.64654516,2.436702342,428233.7826,3381263,296,488,1.522938964,34,11.68,12.55229063,157.56,12.16666667,11.55555556,12.53333333,296,104,29200,227
1284,21,227,14,14,7.0,9.899494937,0.0,61674.00881,13215.85903,113.5,158,64,20,4405.286344,14,7.0,8.082903769,65.33333333,9.333333333,7.0,0.0,64,14,229,0
1285,53,23781,52,52,52.0,0.0,106.0,6643.959463,84.1007527,23781.0,23781,20,32,42.05037635,106,70.0,31.17691454,972.0,105.0,52.0,106.0,20,52,-1,-1
1286,49289,24,0,0,0.0,0.0,0.0,0.0,83333.33333,24.0,24,20,20,41666.66667,0,0.0,0.0,0.0,0.0,0.0,0.0,20,0,58,256
1287,53,93328,48,48,48.0,0.0,113.0,1725.098577,21.42979599,93328.0,93328,40,40,10.71489799,113,69.66666667,37.5277675,1408.333333,104.5,48.0,113.0,40,48,-1,-1
1288,443,23169,0,0,0.0,0.0,0.0,0.0,215.8056023,5792.25,22974,80,44,43.16112046,0,0.0,0.0,0.0,0.0,0.0,0.0,80,0,0,1006
1289,8080,69424,207,195,51.75,95.54187564,44.66666667,4911.846047,100.8296843,11570.66667,67514,92,72,43.21272183,195,42.625,75.57576615,5711.696429,48.71428571,51.75,44.66666667,92,207,8192,237
1290,22,13239137,2008,640,95.61904762,140.0451628,85.78125,359.0113162,4.003282087,254598.7885,2739083,680,1032,2.417075977,976,88.01851852,189.5902723,35944.47135,89.67924528,95.61904762,85.78125,680,2008,29200,247
1291,41381,64,0,0,0.0,0.0,0.0,0.0,31250.0,64.0,64,32,32,15625.0,0,0.0,0.0,0.0,0.0,0.0,0.0,32,0,5838,37648
1292,22,64,0,0,0.0,0.0,0.0,0.0,31250.0,64.0,64,32,32,15625.0,0,0.0,0.0,0.0,0.0,0.0,0.0,32,0,259,247
1293,21,9438650,103,24,11.44444444,9.153020145,12.53333333,30.83068023,2.542736514,410376.087,3288599,296,488,1.589210321,34,11.64,12.55282173,157.5733333,12.125,11.44444444,12.53333333,296,103,29200,227
1294,8080,57891,0,0,0.0,0.0,0.0,0.0,34.54768444,57891.0,57891,32,32,17.27384222,0,0.0,0.0,0.0,0.0,0.0,0.0,32,0,237,110
1295,53,94219403,93,50,46.5,4.949747468,181.5,4.839767452,0.0424541,31400000.0,94200000,52,64,0.02122705,182,99.8,74.63712213,5570.7,124.75,46.5,181.5,52,93,-1,-1
1296,22,74,0,0,0.0,0.0,0.0,0.0,27027.02703,74.0,74,32,32,13513.51351,0,0.0,0.0,0.0,0.0,0.0,0.0,32,0,259,247
1297,53,23767,57,57,57.0,0.0,121.0,7489.376026,84.15029242,23767.0,23767,32,32,42.07514621,121,78.33333333,36.95041723,1365.333333,117.5,57.0,121.0,32,57,-1,-1
1298,443,116166695,822,445,20.04878049,77.87905727,959.8888889,304.5451194,0.662840584,1528509.145,10000000,1320,1160,0.309899494,4037,453.5641026,786.2522081,618192.5348,459.4545455,20.04878049,959.8888889,1320,822,29200,126
1299,52340,34,6,6,6.0,0.0,6.0,352941.1765,58823.52941,34.0,34,20,20,29411.76471,6,6.0,0.0,0.0,9.0,6.0,6.0,20,6,237,256
1300,21,1,14,14,7.0,9.899494937,0.0,14000000.0,3000000.0,0.5,2,64,20,1000000.0,14,7.0,8.082903769,65.33333333,9.333333333,7.0,0.0,64,14,229,0
1301,443,4422291,990,639,110.0,210.3253432,649.5555556,1545.805104,4.070288455,260134.7647,2716636,204,192,2.035144227,2636,359.7894737,685.4998646,469910.0643,379.7777778,110.0,649.5555556,204,990,8192,115
1302,53,31065,136,34,34.0,0.0,50.0,7596.974087,193.143409,6213.0,27206,160,80,64.38113633,50,38.57142857,7.807200584,60.95238095,45.0,34.0,50.0,160,136,-1,-1
1303,123,66071289,96,48,48.0,0.0,48.0,2.905952085,0.060540668,22000000.0,65900000,64,52,0.030270334,48,48.0,0.0,0.0,60.0,48.0,48.0,64,96,-1,-1
1304,53,178,84,42,42.0,0.0,58.0,1123595.506,22471.91011,59.33333333,170,40,40,11235.95506,58,48.4,8.76356092,76.8,60.5,42.0,58.0,40,84,-1,-1
1305,53,3895825,204,34,34.0,0.0,95.0,198.6742218,3.080220492,354165.9091,1901371,168,192,1.540110246,95,62.15384615,31.65134582,1001.807692,67.33333333,34.0,95.0,168,204,-1,-1
1306,21,9398800,99,20,11.0,8.544003745,12.53333333,30.53581308,2.55351747,408643.4783,3496574,296,488,1.595948419,34,11.48,12.41343358,154.0933333,11.95833333,11.0,12.53333333,296,99,29200,227
1307,21,284,14,14,7.0,9.899494937,0.0,49295.77465,10563.38028,142.0,174,64,20,3521.126761,14,7.0,8.082903769,65.33333333,9.333333333,7.0,0.0,64,14,229,0
1308,22,51,0,0,0.0,0.0,0.0,0.0,39215.68627,51.0,51,32,32,19607.84314,0,0.0,0.0,0.0,0.0,0.0,0.0,32,0,259,247
