, Destination Port, Flow Duration, Total Fwd Packets, Total Backward Packets,Total Length of Fwd Packets, Total Length of Bwd Packets, Fwd Packet Length Max, Fwd Packet Length Min, Fwd Packet Length Mean, Fwd Packet Length Std,Bwd Packet Length Max, Bwd Packet Length Min, Bwd Packet Length Mean, Bwd Packet Length Std,Flow Bytes/s, Flow Packets/s, Flow IAT Mean, Flow IAT Std, Flow IAT Max, Flow IAT Min,Fwd IAT Total, Fwd IAT Mean, Fwd IAT Std, Fwd IAT Max, Fwd IAT Min,Bwd IAT Total, Bwd IAT Mean, Bwd IAT Std, Bwd IAT Max, Bwd IAT Min,Fwd PSH Flags, Bwd PSH Flags, Fwd URG Flags, Bwd URG Flags, Fwd Header Length, Bwd Header Length,Fwd Packets/s, Bwd Packets/s, Min Packet Length, Max Packet Length, Packet Length Mean, Packet Length Std, Packet Length Variance,FIN Flag Count, SYN Flag Count, RST Flag Count, PSH Flag Count, ACK Flag Count, URG Flag Count, CWE Flag Count, ECE Flag Count, Down/Up Ratio, Average Packet Size, Avg Fwd Segment Size, Avg Bwd Segment Size, Fwd Header Length.1,Fwd Avg Bytes/Bulk, Fwd Avg Packets/Bulk, Fwd Avg Bulk Rate, Bwd Avg Bytes/Bulk, Bwd Avg Packets/Bulk,Bwd Avg Bulk Rate,Subflow Fwd Packets, Subflow Fwd Bytes, Subflow Bwd Packets, Subflow Bwd Bytes,Init_Win_bytes_forward, Init_Win_bytes_backward, act_data_pkt_fwd, min_seg_size_forward,Active Mean, Active Std, Active Max, Active Min,Idle Mean, Idle Std, Idle Max, Idle Min, Label
2694,22,37494,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,53.34186803,37494.0,0.0,37494,37494,37494,37494.0,0.0,37494,37494,0,0.0,0.0,0,0,0,0,0,0,64,0,53.34186803,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,0,0.0,0.0,0.0,64,0,0,0,0,0,0,2,0,0,0,247,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,2
2695,10424,22,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,90909.09091,22.0,0.0,22,22,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,45454.54545,45454.54545,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,1,0.0,0.0,0.0,20,0,0,0,0,0,0,1,0,1,0,229,256,0,20,0.0,0.0,0,0,0.0,0.0,0,0,0
2696,80,69155052,11,9,689,882,635,0,62.63636364,189.8400762,840,0,98.0,278.2570754,22.71706773,0.289205191,3639739.579,4854691.937,9997892,77,69200000,6915505.2,4719017.096,10000000,23145,60200000,7523070.375,4624151.089,10000000,4556,0,0,0,0,232,188,0.159062855,0.130142336,0,840,74.80952381,222.6965691,49593.7619,0,0,0,1,0,0,0,0,0,78.55,62.63636364,98.0,232,0,0,0,0,0,0,11,689,9,882,8192,4775,10,20,59720.57143,96828.1853,279300,22731,9819572.571,391542.3249,9997892,8947421,0
2697,22,11848875,21,32,2008,2745,640,0,95.61904762,140.0451628,976,0,85.78125,220.240592,401.1351289,4.472998491,227862.9808,614987.2587,2381526,3,10100000,502913.6,885637.9556,2428242,608,11800000,382219.7742,762948.05,2381526,3,0,0,0,0,680,1032,1.772320157,2.700678334,0,976,88.01851852,189.5902723,35944.47135,0,0,0,1,0,0,0,0,1,89.67924528,95.61904762,85.78125,680,0,0,0,0,0,0,21,2008,32,2745,29200,247,16,32,0.0,0.0,0,0,0.0,0.0,0,0,2
2698,80,6072123,83,128,692,255216,346,0,8.337349398,53.38111411,4380,0,1993.875,862.8676964,42144.73258,34.74896671,28914.87143,344674.0277,4989506,1,6072116,74050.19512,550609.779,4989600,3,5966083,46977.0315,442896.3545,4989513,1,0,0,0,0,1672,2572,13.66902482,21.07994189,0,4380,1207.113208,1181.923429,1396942.992,0,0,0,1,0,0,0,0,1,1212.834123,8.337349398,1993.875,1672,0,0,0,0,0,0,83,692,128,255216,8192,131,2,20,0.0,0.0,0,0,0.0,0.0,0,0,0
2699,443,1,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,2000000.0,1.0,0.0,1,1,1,1.0,0.0,1,1,0,0.0,0.0,0,0,0,0,0,0,40,0,2000000.0,0.0,0,0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,40,0,0,0,0,0,0,2,0,0,0,0,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,0
2700,22,11439059,21,32,2008,2745,640,0,95.61904762,140.0451628,976,0,85.78125,220.240592,415.5062055,4.633248242,219981.9038,596106.7045,2331547,3,9853325,492666.25,873926.2616,2401164,477,11400000,368998.0,739848.3816,2331547,3,0,0,0,0,680,1032,1.835815341,2.797432901,0,976,88.01851852,189.5902723,35944.47135,0,0,0,1,0,0,0,0,1,89.67924528,95.61904762,85.78125,680,0,0,0,0,0,0,21,2008,32,2745,29200,247,16,32,0.0,0.0,0,0,0.0,0.0,0,0,2
2701,53719,77,1,1,6,6,6,6,6.0,0.0,6,6,6.0,0.0,155844.1558,25974.02597,77.0,0.0,77,77,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,12987.01299,12987.01299,6,6,6.0,0.0,0.0,0,0,0,0,1,1,0,0,1,9.0,6.0,6.0,20,0,0,0,0,0,0,1,6,1,6,237,256,0,20,0.0,0.0,0,0,0.0,0.0,0,0,1
2702,22,10531177,20,33,2008,2745,640,0,100.4,141.9141327,976,0,83.18181818,217.2857356,451.3265706,5.032675835,202522.6346,546964.3074,2072582,3,8418540,443081.0526,752537.4521,1964518,519,10500000,329097.625,670315.2637,2072582,3,0,0,0,0,648,1064,1.899122957,3.133552878,0,976,88.01851852,189.5902723,35944.47135,0,0,0,1,0,0,0,0,1,89.67924528,100.4,83.18181818,648,0,0,0,0,0,0,20,2008,33,2745,29200,247,16,32,0.0,0.0,0,0,0.0,0.0,0,0,2
2703,53,69396,1,1,54,132,54,54,54.0,0.0,132,132,132.0,0.0,2680.269756,28.82010491,69396.0,0.0,69396,69396,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,20,14.41005245,14.41005245,54,132,80.0,45.033321,2028.0,0,0,0,0,0,0,0,0,1,120.0,54.0,132.0,32,0,0,0,0,0,0,1,54,1,132,-1,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,0
2704,42801,15241,2,1,349,0,349,0,174.5,246.7802666,0,0,0.0,0.0,22898.75992,196.8374779,7620.5,10700.64692,15187,54,15241,15241.0,0.0,15241,15241,0,0.0,0.0,0,0,1,0,0,0,64,44,131.2249852,65.61249262,0,349,174.5,201.4952439,40600.33333,0,1,0,0,1,1,0,0,0,232.6666667,174.5,0.0,64,0,0,0,0,0,0,2,349,1,0,66,319,0,32,0.0,0.0,0,0,0.0,0.0,0,0,0
2705,21,9875798,9,15,102,188,22,0,11.33333333,9.055385138,34,0,12.53333333,14.54975045,29.36471564,2.430183363,429382.5217,1117159.329,3519827,3,6689081,836135.125,1548995.317,3560832,273,9875677,705405.5,1379278.392,3519827,3,0,0,0,0,296,488,0.911318761,1.518864602,0,34,11.6,12.52996409,157.0,0,0,0,1,0,0,0,0,1,12.08333333,11.33333333,12.53333333,296,0,0,0,0,0,0,9,102,15,188,29200,227,6,32,0.0,0.0,0,0,0.0,0.0,0,0,1
2706,443,168636,12,12,1781,5011,1220,0,148.4166667,343.7637821,1418,0,417.5833333,586.4687015,40276.09763,142.3183662,7332.0,13732.92104,36948,1,168636,15330.54545,18087.47376,42068,21,125334,11394.0,23004.823,71425,1,0,0,0,0,392,392,71.15918309,71.15918309,0,1418,271.68,482.8258589,233120.81,0,0,0,1,0,0,0,0,1,283.0,148.4166667,417.5833333,392,0,0,0,0,0,0,12,1781,12,5011,29200,370,7,32,0.0,0.0,0,0,0.0,0.0,0,0,0
2707,80,3,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,666666.6667,3.0,0.0,3,3,3,3.0,0.0,3,3,0,0.0,0.0,0,0,0,0,0,0,64,0,666666.6667,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,64,0,0,0,0,0,0,2,0,0,0,33304,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,0
2708,21,243,2,1,14,0,14,0,7.0,9.899494937,0,0,0.0,0.0,57613.16872,12345.67901,121.5,137.8858223,219,24,243,243.0,0.0,243,243,0,0.0,0.0,0,0,1,0,0,0,64,20,8230.452675,4115.226337,0,14,7.0,8.082903769,65.33333333,0,1,0,0,1,0,0,0,0,9.333333333,7.0,0.0,64,0,0,0,0,0,0,2,14,1,0,229,0,0,32,0.0,0.0,0,0,0.0,0.0,0,0,1
2709,21,248,2,1,14,0,14,0,7.0,9.899494937,0,0,0.0,0.0,56451.6129,12096.77419,124.0,57.98275606,165,83,248,248.0,0.0,248,248,0,0.0,0.0,0,0,1,0,0,0,64,20,8064.516129,4032.258065,0,14,7.0,8.082903769,65.33333333,0,1,0,0,1,0,0,0,0,9.333333333,7.0,0.0,64,0,0,0,0,0,0,2,14,1,0,229,0,0,32,0.0,0.0,0,0,0.0,0.0,0,0,1
2710,53,349,2,2,66,386,33,33,33.0,0.0,193,193,193.0,0.0,1295128.94,11461.31805,116.3333333,118.3568052,253,48,48,48.0,0.0,48,48,48,48.0,0.0,48,48,0,0,0,0,40,40,5730.659026,5730.659026,33,193,97.0,87.6356092,7680.0,0,0,0,0,0,0,0,0,1,121.25,33.0,193.0,40,0,0,0,0,0,0,2,66,2,386,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,0
2711,80,3433253,3,3,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,1.747613706,686650.6,956591.581,2024131,60,1409122,704561.0,963309.9528,1385724,23398,3409929,1704964.5,451454.4458,2024191,1385738,0,0,0,0,104,112,0.873806853,0.873806853,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,1,0.0,0.0,0.0,104,0,0,0,0,0,0,3,0,3,0,29200,29,0,32,0.0,0.0,0,0,0.0,0.0,0,0,0
2712,53,91670,2,2,60,264,30,30,30.0,0.0,132,132,132.0,0.0,3534.41693,43.63477692,30556.66667,52922.23508,91666,1,3,3.0,0.0,3,3,1,1.0,0.0,1,1,0,0,0,0,64,64,21.81738846,21.81738846,30,132,70.8,55.86770087,3121.2,0,0,0,0,0,0,0,0,1,88.5,30.0,132.0,64,0,0,0,0,0,0,2,60,2,264,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,0
2713,389,132,2,2,328,326,164,164,164.0,0.0,163,163,163.0,0.0,4954545.455,30303.0303,44.0,69.28924881,124,3,3,3.0,0.0,3,3,5,5.0,0.0,5,5,0,0,0,0,40,40,15151.51515,15151.51515,163,164,163.6,0.547722558,0.3,0,0,0,0,0,0,0,0,1,204.5,164.0,163.0,40,0,0,0,0,0,0,2,328,2,326,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,0
2714,21,8543985,9,15,110,188,24,0,12.22222222,9.921917377,34,0,12.53333333,14.54975045,34.87833839,2.808993696,371477.6087,963753.1572,2945068,3,5727873,715984.125,1325739.481,2988814,3,8543894,610278.1429,1189503.423,2945068,3,0,0,0,0,296,488,1.053372636,1.75562106,0,34,11.92,12.74728729,162.4933333,0,0,0,1,0,0,0,0,1,12.41666667,12.22222222,12.53333333,296,0,0,0,0,0,0,9,110,15,188,29200,227,6,32,0.0,0.0,0,0,0.0,0.0,0,0,1
2715,3268,103170032,26,15,3346,7042,1305,0,128.6923077,349.891957,2910,0,469.4666667,832.6080253,100.6881533,0.397402222,2579250.8,16300000.0,103000000,2,103000000,4126797.6,20600000.0,103000000,3,103000000,7369285.143,27600000.0,103000000,2,0,0,0,0,856,472,0.252011165,0.145391057,0,2910,247.3333333,582.9530654,339834.2764,0,0,0,1,0,0,0,0,0,253.3658537,128.6923077,469.4666667,856,0,0,0,0,0,0,26,3346,15,7042,65535,0,12,32,18169.0,0.0,18169,18169,103000000.0,0.0,103000000,103000000,0
2716,80,81,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,24691.35802,81.0,0.0,81,81,81,81.0,0.0,81,81,0,0.0,0.0,0,0,0,0,0,0,40,0,24691.35802,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,40,0,0,0,0,0,0,2,0,0,0,256,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,0
2717,21,267,2,1,14,0,14,0,7.0,9.899494937,0,0,0.0,0.0,52434.45693,11235.95506,133.5,26.1629509,152,115,267,267.0,0.0,267,267,0,0.0,0.0,0,0,1,0,0,0,64,20,7490.636704,3745.318352,0,14,7.0,8.082903769,65.33333333,0,1,0,0,1,0,0,0,0,9.333333333,7.0,0.0,64,0,0,0,0,0,0,2,14,1,0,229,0,0,32,0.0,0.0,0,0,0.0,0.0,0,0,1
2718,53,102039925,2,2,94,212,53,41,47.0,8.485281374,143,69,106.0,52.32590181,2.998826195,0.039200342,34000000.0,58800000.0,102000000,23443,102000000,102000000.0,0.0,102000000,102000000,102000000,102000000.0,0.0,102000000,102000000,0,0,0,0,52,64,0.019600171,0.019600171,41,143,71.8,41.0268205,1683.2,0,0,0,0,0,0,0,0,1,89.75,47.0,106.0,52,0,0,0,0,0,0,2,94,2,212,-1,-1,1,20,23443.0,0.0,23443,23443,102000000.0,0.0,102000000,102000000,0
2719,53,24035,2,2,64,128,32,32,32.0,0.0,64,64,64.0,0.0,7988.350322,166.4239651,8011.666667,13831.59952,23983,3,49,49.0,0.0,49,49,3,3.0,0.0,3,3,0,0,0,0,40,40,83.21198253,83.21198253,32,64,44.8,17.52712184,307.2,0,0,0,0,0,0,0,0,1,56.0,32.0,64.0,40,0,0,0,0,0,0,2,64,2,128,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,0
2720,22,11506620,21,32,2008,2745,640,0,95.61904762,140.0451628,976,0,85.78125,220.240592,413.0665652,4.606044173,221281.1538,600341.6974,2363786,18,10200000,508086.4,894315.5709,2428874,471,11500000,371177.129,745183.353,2363786,18,0,0,0,0,680,1032,1.82503637,2.781007802,0,976,88.01851852,189.5902723,35944.47135,0,0,0,1,0,0,0,0,1,89.67924528,95.61904762,85.78125,680,0,0,0,0,0,0,21,2008,32,2745,29200,247,16,32,0.0,0.0,0,0,0.0,0.0,0,0,2
2721,22,11904188,21,33,2008,2745,640,0,95.61904762,140.0451628,976,0,83.18181818,217.2857356,399.2712481,4.536218682,224607.3208,613405.5985,2443237,3,10100000,503273.75,887952.0164,2501241,532,11900000,372003.4687,758221.0227,2443237,3,0,0,0,0,680,1064,1.764085043,2.772133639,0,976,86.41818182,188.2012015,35419.69226,0,0,0,1,0,0,0,0,1,88.01851852,95.61904762,83.18181818,680,0,0,0,0,0,0,21,2008,33,2745,29200,247,16,32,0.0,0.0,0,0,0.0,0.0,0,0,2
2722,22,44,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,45454.54545,44.0,0.0,44,44,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,22727.27273,22727.27273,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,1,0.0,0.0,0.0,32,0,0,0,0,0,0,1,0,1,0,259,247,0,32,0.0,0.0,0,0,0.0,0.0,0,0,2
2723,443,101,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,19801.9802,101.0,0.0,101,101,101,101.0,0.0,101,101,0,0.0,0.0,0,0,0,0,0,0,40,0,19801.9802,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,40,0,0,0,0,0,0,2,0,0,0,260,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,0
2724,80,36725,5,3,451,503,451,0,90.2,201.6933316,503,0,167.6666667,290.4071854,25976.855,217.8352621,5246.428571,7215.99838,15942,94,36725,9181.25,10327.80572,19974,251,20250,10125.0,7546.243569,15461,4789,0,0,0,0,124,72,136.1470388,81.68822328,0,503,106.0,210.7385821,44410.75,0,0,0,1,0,0,0,0,0,119.25,90.2,167.6666667,124,0,0,0,0,0,0,5,451,3,503,65535,30,1,20,0.0,0.0,0,0,0.0,0.0,0,0,0
2725,21,255,2,1,14,0,14,0,7.0,9.899494937,0,0,0.0,0.0,54901.96078,11764.70588,127.5,51.61879503,164,91,255,255.0,0.0,255,255,0,0.0,0.0,0,0,1,0,0,0,64,20,7843.137255,3921.568627,0,14,7.0,8.082903769,65.33333333,0,1,0,0,1,0,0,0,0,9.333333333,7.0,0.0,64,0,0,0,0,0,0,2,14,1,0,229,0,0,32,0.0,0.0,0,0,0.0,0.0,0,0,1
2726,22,13422391,21,33,2008,2745,640,0,95.61904762,140.0451628,976,0,83.18181818,217.2857356,354.1097857,4.023128219,253252.6604,688509.186,2444132,3,11600000,582278.05,1013796.182,2501573,643,13400000,419447.0312,850620.5324,2444132,3,0,0,0,0,680,1064,1.564549863,2.458578356,0,976,86.41818182,188.2012015,35419.69226,0,0,0,1,0,0,0,0,1,88.01851852,95.61904762,83.18181818,680,0,0,0,0,0,0,21,2008,33,2745,29200,247,16,32,0.0,0.0,0,0,0.0,0.0,0,0,2
2727,53,24652,2,2,82,832,41,41,41.0,0.0,416,416,416.0,0.0,37076.0993,162.2586403,8217.333333,14225.91063,24644,4,4,4.0,0.0,4,4,4,4.0,0.0,4,4,0,0,0,0,64,64,81.12932014,81.12932014,41,416,191.0,205.3959591,42187.5,0,0,0,0,0,0,0,0,1,238.75,41.0,416.0,64,0,0,0,0,0,0,2,82,2,832,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,0
2728,21,9276767,9,15,121,188,30,0,13.44444444,11.843892,34,0,12.53333333,14.54975045,33.30901811,2.587108203,403337.6957,1038192.118,3192612,3,6491063,811382.875,1473119.393,3234952,3,9276668,662619.1429,1280257.707,3192612,4,0,0,0,0,296,488,0.970165576,1.616942627,0,34,12.36,13.30689045,177.0733333,0,0,0,1,0,0,0,0,1,12.875,13.44444444,12.53333333,296,0,0,0,0,0,0,9,121,15,188,29200,227,6,32,0.0,0.0,0,0,0.0,0.0,0,0,1
2729,21,9458748,9,15,113,188,24,0,12.55555556,10.3091114,34,0,12.53333333,14.54975045,31.82239341,2.537333694,411249.913,1080622.957,3711653,3,6406100,800762.5,1508722.847,3755873,257,9458630,675616.4286,1335609.264,3711653,3,0,0,0,0,296,488,0.951500135,1.585833559,0,34,12.04,12.85327455,165.2066667,0,0,0,1,0,0,0,0,1,12.54166667,12.55555556,12.53333333,296,0,0,0,0,0,0,9,113,15,188,29200,227,6,32,0.0,0.0,0,0,0.0,0.0,0,0,1
2730,22,10498050,19,31,2008,2745,640,0,105.6842105,143.7671932,976,0,88.5483871,223.315,452.7507489,4.76278928,214245.9184,562191.3512,2224215,4,8678928,482162.6667,808874.6289,2290845,500,10500000,349930.1333,688555.4516,2224215,4,0,0,0,0,616,1000,1.809859926,2.952929354,0,976,93.19607843,193.9302988,37608.96078,0,0,0,1,0,0,0,0,1,95.06,105.6842105,88.5483871,616,0,0,0,0,0,0,19,2008,31,2745,29200,247,16,32,0.0,0.0,0,0,0.0,0.0,0,0,2
2731,21,3,2,0,14,0,14,0,7.0,9.899494937,0,0,0.0,0.0,4666666.667,666666.6667,3.0,0.0,3,3,3,3.0,0.0,3,3,0,0.0,0.0,0,0,1,0,0,0,64,0,666666.6667,0.0,0,14,9.333333333,8.082903769,65.33333333,0,1,0,0,1,0,0,0,0,14.0,7.0,0.0,64,0,0,0,0,0,0,2,14,0,0,229,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,1
2732,51600,39,1,1,6,6,6,6,6.0,0.0,6,6,6.0,0.0,307692.3077,51282.05128,39.0,0.0,39,39,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,25641.02564,25641.02564,6,6,6.0,0.0,0.0,0,0,0,0,1,1,0,0,1,9.0,6.0,6.0,20,0,0,0,0,0,0,1,6,1,6,237,256,0,20,0.0,0.0,0,0,0.0,0.0,0,0,1
2733,22,12844042,20,33,2008,2745,640,0,100.4,141.9141327,976,0,83.18181818,217.2857356,370.0548472,4.126426868,247000.8077,662893.8493,2328155,4,10800000,567730.5789,960729.9351,2401176,571,12800000,401372.5313,811894.2679,2328155,4,0,0,0,0,648,1064,1.557142214,2.569284654,0,976,88.01851852,189.5902723,35944.47135,0,0,0,1,0,0,0,0,1,89.67924528,100.4,83.18181818,648,0,0,0,0,0,0,20,2008,33,2745,29200,247,16,32,0.0,0.0,0,0,0.0,0.0,0,0,2
2734,443,41725,4,1,179,0,179,0,44.75,89.5,0,0,0.0,0.0,4289.994008,119.8322349,10431.25,16193.90835,34431,84,41725,13908.33333,17992.097,34515,1316,0,0.0,0.0,0,0,0,0,0,0,136,40,95.8657879,23.96644697,0,179,29.83333333,73.07644399,5340.166667,0,0,0,1,0,0,0,0,0,35.8,44.75,0.0,136,0,0,0,0,0,0,4,179,1,0,29200,27960,1,32,0.0,0.0,0,0,0.0,0.0,0,0,0
2735,22,11791900,21,32,2008,2745,640,0,95.61904762,140.0451628,976,0,85.78125,220.240592,403.0732961,4.494610707,226767.3077,622164.0105,2626353,3,9122695,456134.75,806755.9724,2262974,407,11800000,380379.7419,773161.6366,2626353,3,0,0,0,0,680,1032,1.780883488,2.71372722,0,976,88.01851852,189.5902723,35944.47135,0,0,0,1,0,0,0,0,1,89.67924528,95.61904762,85.78125,680,0,0,0,0,0,0,21,2008,32,2745,29200,247,16,32,0.0,0.0,0,0,0.0,0.0,0,0,2
2736,53,124823,2,2,84,318,42,42,42.0,0.0,159,159,159.0,0.0,3220.560313,32.04537625,41607.66667,72063.12856,124819,1,1,1.0,0.0,1,1,3,3.0,0.0,3,3,0,0,0,0,40,64,16.02268813,16.02268813,42,159,88.8,64.08353923,4106.7,0,0,0,0,0,0,0,0,1,111.0,42.0,159.0,40,0,0,0,0,0,0,2,84,2,318,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,0
2737,53,23437,1,1,63,133,63,63,63.0,0.0,133,133,133.0,0.0,8362.845074,85.33515382,23437.0,0.0,23437,23437,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,42.66757691,42.66757691,63,133,86.33333333,40.41451884,1633.333333,0,0,0,0,0,0,0,0,1,129.5,63.0,133.0,20,0,0,0,0,0,0,1,63,1,133,-1,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,0
2738,21,8681900,9,15,113,188,25,0,12.55555556,10.33333333,34,0,12.53333333,14.54975045,34.66983034,2.764371854,377473.913,980908.9617,3071834,1,5823727,727965.875,1350501.551,3114709,1,8681749,620124.9286,1210899.117,3071834,3,0,0,0,0,296,488,1.036639445,1.727732409,0,34,12.04,12.85975635,165.3733333,0,0,0,1,0,0,0,0,1,12.54166667,12.55555556,12.53333333,296,0,0,0,0,0,0,9,113,15,188,29200,227,6,32,0.0,0.0,0,0,0.0,0.0,0,0,1
2739,443,5549699,9,6,612,2710,342,0,68.0,125.1229395,1460,0,451.6666667,677.3231627,598.5910227,2.70284929,396407.0714,1381131.955,5192696,31,5549699,693712.375,1818814.126,5192696,31,214557,42911.4,57609.61522,106961,185,0,0,0,0,200,132,1.621709574,1.081139716,0,1460,207.625,446.8394007,199665.45,0,0,0,1,0,0,0,0,0,221.4666667,68.0,451.6666667,200,0,0,0,0,0,0,9,612,6,2710,29200,8729,3,20,356972.0,0.0,356972,356972,5192696.0,0.0,5192696,5192696,0
2740,53,160,2,2,84,116,42,42,42.0,0.0,58,58,58.0,0.0,1250000.0,25000.0,53.33333333,87.17989065,154,3,3,3.0,0.0,3,3,3,3.0,0.0,3,3,0,0,0,0,64,64,12500.0,12500.0,42,58,48.4,8.76356092,76.8,0,0,0,0,0,0,0,0,1,60.5,42.0,58.0,64,0,0,0,0,0,0,2,84,2,116,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,0
2741,21,9144522,9,15,109,188,23,0,12.11111111,9.790868762,34,0,12.53333333,14.54975045,32.47846088,2.624522091,397587.913,1036029.48,3256767,3,6021433,752679.125,1400693.878,3300350,3,9144406,653171.8571,1279329.51,3256767,3,0,0,0,0,296,488,0.984195784,1.640326307,0,34,11.88,12.71259218,161.61,0,0,0,1,0,0,0,0,1,12.375,12.11111111,12.53333333,296,0,0,0,0,0,0,9,109,15,188,29200,227,6,32,0.0,0.0,0,0,0.0,0.0,0,0,1
2742,53,23513,1,1,47,79,47,47,47.0,0.0,79,79,79.0,0.0,5358.73772,85.05932888,23513.0,0.0,23513,23513,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,42.52966444,42.52966444,47,79,57.66666667,18.47520861,341.3333333,0,0,0,0,0,0,0,0,1,86.5,47.0,79.0,20,0,0,0,0,0,0,1,47,1,79,-1,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,0
2743,51700,25,1,1,6,6,6,6,6.0,0.0,6,6,6.0,0.0,480000.0,80000.0,25.0,0.0,25,25,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,40000.0,40000.0,6,6,6.0,0.0,0.0,0,0,0,0,1,1,0,0,1,9.0,6.0,6.0,20,0,0,0,0,0,0,1,6,1,6,237,256,0,20,0.0,0.0,0,0,0.0,0.0,0,0,1
2744,22,13132831,20,33,2008,2745,640,0,100.4,141.9141327,976,0,83.18181818,217.2857356,361.9173962,4.035687355,252554.4423,681580.4471,2490836,3,10600000,557832.4737,943633.0699,2381648,247,13100000,410398.0938,835183.0638,2490836,3,0,0,0,0,648,1064,1.522900889,2.512786466,0,976,88.01851852,189.5902723,35944.47135,0,0,0,1,0,0,0,0,1,89.67924528,100.4,83.18181818,648,0,0,0,0,0,0,20,2008,33,2745,29200,247,16,32,0.0,0.0,0,0,0.0,0.0,0,0,2
2745,21,9039279,9,15,105,188,25,0,11.66666667,9.539392014,34,0,12.53333333,14.54975045,32.41408966,2.655079017,393012.1304,1022408.569,3264722,3,5731017,716377.125,1324115.366,2897383,3,9039162,645654.4286,1262279.707,3264722,3,0,0,0,0,296,488,0.995654631,1.659424386,0,34,11.72,12.6475294,159.96,0,0,0,1,0,0,0,0,1,12.20833333,11.66666667,12.53333333,296,0,0,0,0,0,0,9,105,15,188,29200,227,6,32,0.0,0.0,0,0,0.0,0.0,0,0,1
2746,22,75,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,26666.66667,75.0,0.0,75,75,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,13333.33333,13333.33333,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,1,0.0,0.0,0.0,32,0,0,0,0,0,0,1,0,1,0,259,247,0,32,0.0,0.0,0,0,0.0,0.0,0,0,2
2747,443,168556,27,46,871,63125,389,0,32.25925926,90.48739504,3172,0,1372.282609,632.4896719,379672.0378,433.0904862,2341.055556,6991.577389,40212,0,168556,6482.923077,10868.52273,40212,0,142711,3171.355556,10533.29209,62481,43,0,0,0,0,876,1480,160.1841524,272.9063338,0,3172,864.8108108,823.6556947,678408.7034,0,0,0,1,0,0,0,0,1,876.6575342,32.25925926,1372.282609,876,0,0,0,0,0,0,27,871,46,63125,65535,122,6,32,0.0,0.0,0,0,0.0,0.0,0,0,0
